C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/sampleCount,C0/noDataCount,C0/median,C0/p10,C0/p90,C0/cloudCoveragePercent
2025-10-31T20:51:18Z,-0.1983855962753296,-0.1983855962753296,-0.1983855962753296,,1,,,,,
2025-11-05T20:51:18Z,-0.21884498000144958,-0.21884498000144958,-0.21884498000144958,,1,,,,,
2025-11-07T20:51:18Z,0.46412476897239685,0.46412476897239685,0.46412476897239685,,1,,,,,
2025-11-10T20:51:18Z,0.16810089349746704,0.16810089349746704,0.16810089349746704,,1,,,,,
2025-11-17T20:51:18Z,0.2822434902191162,0.2822434902191162,0.2822434902191162,,1,,,,,
2025-11-20T20:51:18Z,-0.001768659334629774,-0.001768659334629774,-0.001768659334629774,,1,,,,,
2025-11-25T20:51:18Z,0.43117693066596985,0.43117693066596985,0.43117693066596985,,1,,,,,
2025-11-27T20:51:18Z,0.4334401786327362,0.4334401786327362,0.4334401786327362,,1,,,,,
2025-11-30T20:51:18Z,0.12836067378520966,0.12836067378520966,0.12836067378520966,,1,,,,,
2025-12-05T20:51:18Z,0.11320376396179199,0.11320376396179199,0.11320376396179199,,1,,,,,
2025-12-07T20:51:18Z,0.1033562570810318,0.1033562570810318,0.1033562570810318,,1,,,,,
2025-12-10T20:51:18Z,0.17164739966392517,0.17164739966392517,0.17164739966392517,,1,,,,,
2025-12-15T20:51:18Z,0.19760777056217194,0.19760777056217194,0.19760777056217194,,1,,,,,
2025-12-17T20:51:18Z,0.12127763777971268,0.12127763777971268,0.12127763777971268,,1,,,,,
2025-12-20T20:51:18Z,0.07844003289937973,0.07844003289937973,0.07844003289937973,,1,,,,,
2025-12-25T20:51:18Z,0.07053942233324051,0.07053942233324051,0.07053942233324051,,1,,,,,
2025-12-27T20:51:18Z,-0.26286399364471436,-0.26286399364471436,-0.26286399364471436,,1,,,,,
2025-12-30T20:51:18Z,0.3804064691066742,0.3804064691066742,0.3804064691066742,,1,,,,,
2026-01-04T20:51:18Z,0.5598663687705994,0.5598663687705994,0.5598663687705994,,1,,,,,
2026-01-06T20:51:18Z,0.20224836468696594,0.20224836468696594,0.20224836468696594,,1,,,,,
2026-01-09T20:51:18Z,0.5818911194801331,0.5818911194801331,0.5818911194801331,,1,,,,,
2026-01-14T20:51:18Z,0.4643763303756714,0.4643763303756714,0.4643763303756714,,1,,,,,
2026-01-24T20:51:18Z,0.01213265024125576,0.01213265024125576,0.01213265024125576,,1,,,,,
