C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/sampleCount,C0/noDataCount,C0/median,C0/p10,C0/p90,C0/cloudCoveragePercent
2025-10-31T20:51:17Z,0.38445040583610535,0.38445040583610535,0.38445040583610535,,1,,,,,
2025-11-05T20:51:17Z,0.3860674202442169,0.3860674202442169,0.3860674202442169,,1,,,,,
2025-11-07T20:51:17Z,0.029641184955835342,0.029641184955835342,0.029641184955835342,,1,,,,,
2025-11-10T20:51:17Z,-0.11499550193548203,-0.11499550193548203,-0.11499550193548203,,1,,,,,
2025-11-17T20:51:17Z,0.03461683914065361,0.03461683914065361,0.03461683914065361,,1,,,,,
2025-11-20T20:51:17Z,0.058117736130952835,0.058117736130952835,0.058117736130952835,,1,,,,,
2025-11-25T20:51:17Z,0.02455083094537258,0.02455083094537258,0.02455083094537258,,1,,,,,
2025-11-27T20:51:17Z,-0.013469577766954899,-0.013469577766954899,-0.013469577766954899,,1,,,,,
2025-11-30T20:51:17Z,0.03857868164777756,0.03857868164777756,0.03857868164777756,,1,,,,,
2025-12-05T20:51:17Z,0.039087340235710144,0.039087340235710144,0.039087340235710144,,1,,,,,
2025-12-07T20:51:17Z,-0.005734369158744812,-0.005734369158744812,-0.005734369158744812,,1,,,,,
2025-12-10T20:51:17Z,0.023146023973822594,0.023146023973822594,0.023146023973822594,,1,,,,,
2025-12-15T20:51:17Z,0.05754208564758301,0.05754208564758301,0.05754208564758301,,1,,,,,
2025-12-17T20:51:17Z,0.057711027562618256,0.057711027562618256,0.057711027562618256,,1,,,,,
2025-12-20T20:51:17Z,-0.15711985528469086,-0.15711985528469086,-0.15711985528469086,,1,,,,,
2025-12-25T20:51:17Z,0.07625563442707062,0.07625563442707062,0.07625563442707062,,1,,,,,
2025-12-27T20:51:17Z,0.25628823041915894,0.25628823041915894,0.25628823041915894,,1,,,,,
2025-12-30T20:51:17Z,0.29852941632270813,0.29852941632270813,0.29852941632270813,,1,,,,,
2026-01-04T20:51:17Z,0.02025039866566658,0.02025039866566658,0.02025039866566658,,1,,,,,
2026-01-06T20:51:17Z,0.01298017892986536,0.01298017892986536,0.01298017892986536,,1,,,,,
2026-01-09T20:51:17Z,0.0,0.0,0.0,,1,,,,,
2026-01-14T20:51:17Z,0.047472771257162094,0.047472771257162094,0.047472771257162094,,1,,,,,
2026-01-24T20:51:17Z,0.24925124645233154,0.24925124645233154,0.24925124645233154,,1,,,,,
